,carat,cut,color,clarity,depth,table,price
22969,0.61,Ideal,D,VS2,61.0,57.0,2147
22970,1.62,Ideal,G,VS1,62.7,56.0,15246
22971,1.0,Ideal,F,VVS2,61.5,55.0,7849
22972,2.09,Ideal,H,SI1,60.6,57.0,14383
22973,1.2,Good,G,VS1,63.6,58.0,8387
22974,0.91,Premium,E,VS2,62.3,58.0,5055
22975,0.3,Good,G,VS2,63.1,56.0,526
22976,0.25,Very Good,E,VVS1,60.7,58.0,575
22977,0.32,Ideal,H,VVS2,61.8,55.0,828
22978,0.43,Ideal,D,SI1,61.6,56.0,1036
22979,0.4,Premium,G,VS1,60.7,58.0,1125
22980,0.35,Ideal,H,IF,60.8,56.0,931
22981,1.01,Ideal,G,VS2,62.0,54.9,6295
22982,2.02,Very Good,G,SI2,63.3,57.0,9853
22983,1.57,Premium,F,SI1,60.4,59.0,12112
22984,0.3,Premium,I,SI1,61.4,58.0,506
22985,1.56,Ideal,G,SI1,61.2,56.0,11522
22986,0.3,Premium,H,VVS1,61.3,58.0,761
22987,0.61,Ideal,F,VVS2,61.8,55.0,2634
22988,1.04,Ideal,F,IF,61.8,55.0,10787
22989,0.3,Ideal,F,VS2,61.1,56.0,573
22990,0.94,Very Good,E,SI1,61.8,56.0,4661
22991,1.79,Premium,H,VS1,62.6,56.0,14904
22992,1.71,Ideal,E,SI2,62.7,55.0,12978
22993,0.7,Very Good,F,SI1,62.3,58.0,2161
22994,0.7,Very Good,D,VS1,60.3,58.0,4095
22995,0.72,Ideal,E,VS2,60.8,56.0,3601
22996,1.01,Good,F,VS2,63.9,58.0,6330
22997,1.51,Very Good,G,VVS2,62.7,57.0,14938
22998,2.0,Premium,D,SI2,61.0,58.0,14406
22999,0.9,Ideal,G,SI1,61.9,55.0,4161
23000,0.44,Premium,E,VVS2,60.0,59.0,1274
23001,0.33,Very Good,E,SI1,62.0,60.0,579
23002,0.5,Fair,F,SI2,65.5,54.0,1031
23003,0.57,Ideal,E,VS1,61.3,57.0,2110
23004,0.57,Very Good,I,SI1,63.3,56.0,1176
23005,0.5,Good,F,VS1,56.4,62.0,1390
23006,0.51,Ideal,F,VVS2,61.7,56.0,1998
23007,0.2,Ideal,D,VS2,61.5,57.0,367
23008,1.5,Fair,H,I1,65.7,58.0,4939
23009,1.03,Very Good,E,VS2,61.3,61.0,5800
23010,0.91,Ideal,H,SI2,60.6,57.0,3854
23011,1.03,Ideal,G,VS2,62.8,55.0,6645
23012,0.57,Premium,I,SI2,62.1,60.0,1097
23013,0.24,Very Good,F,VS1,59.9,58.0,419
23014,0.76,Premium,G,VS1,59.6,57.0,2937
23015,0.8,Very Good,F,VS2,63.3,59.8,3283
23016,0.44,Premium,G,VVS1,60.9,59.0,1294
23017,1.23,Ideal,H,SI2,63.8,57.0,5510
23018,1.83,Premium,E,SI2,62.0,57.0,12492
23019,0.89,Ideal,E,SI2,61.8,56.0,3872
23020,1.54,Ideal,G,SI1,61.5,55.0,11333
23021,0.31,Ideal,G,VVS1,61.9,55.0,789
23022,1.01,Good,E,SI1,64.5,56.0,4563
23023,1.19,Ideal,H,I1,61.5,57.0,3732
23024,1.25,Ideal,I,VS1,61.4,58.0,7042
23025,1.13,Ideal,I,VVS1,61.6,57.0,7459
23026,0.9,Premium,E,SI1,59.1,62.0,4385
23027,1.16,Ideal,I,VS2,60.1,62.0,5587
23028,0.7,Premium,F,SI2,61.8,60.0,2213
23029,0.7,Ideal,G,SI1,61.1,57.0,2312
23030,1.51,Premium,J,VS2,59.6,60.0,7418
23031,0.38,Premium,F,SI1,62.0,58.0,838
23032,0.3,Premium,D,IF,62.1,59.0,1208
23033,2.14,Very Good,F,SI2,58.2,61.0,17582
23034,0.61,Very Good,H,VVS2,60.5,57.0,1970
23035,0.7,Premium,F,VS2,61.1,62.0,2369
23036,0.33,Ideal,F,VS2,62.3,56.0,854
23037,0.38,Premium,F,VS2,60.9,56.0,1026
23038,0.81,Ideal,F,IF,61.5,55.0,6338
23039,0.32,Ideal,G,VVS2,61.4,56.0,692
23040,1.11,Ideal,H,SI1,62.3,55.0,5456
23041,0.32,Ideal,E,IF,61.9,55.0,1018
23042,0.34,Ideal,F,VS2,62.5,55.0,880
23043,0.67,Good,F,VS1,64.4,57.0,2244
23044,1.01,Premium,G,SI1,60.8,60.0,5090
23045,1.0,Good,F,IF,60.7,64.0,9660
23046,0.4,Good,G,SI2,63.2,56.0,596
23047,0.32,Ideal,G,VS1,61.9,55.0,602
23048,0.71,Ideal,I,SI1,61.0,56.0,2319
23049,0.34,Premium,G,VS2,62.0,59.0,765
23050,0.41,Ideal,E,VS1,61.8,55.0,1153
23051,1.5,Very Good,E,VS2,61.7,60.0,13710
23052,0.32,Very Good,E,SI1,60.1,60.0,561
23053,0.31,Good,D,SI2,63.6,54.0,462
23054,0.3,Ideal,F,VVS2,61.6,55.0,751
23055,0.56,Ideal,F,VS2,60.0,57.0,1739
23056,1.04,Ideal,F,SI1,61.3,56.0,5495
23057,0.4,Ideal,E,VVS1,60.8,57.0,1278
23058,0.73,Ideal,G,SI1,62.1,56.0,2654
23059,0.4,Ideal,G,VVS2,62.6,57.0,931
23060,0.53,Ideal,G,VVS1,61.2,55.0,2005
23061,0.33,Premium,G,VS2,61.3,59.0,579
23062,0.58,Premium,E,SI1,60.7,61.0,1641
23063,0.26,Ideal,H,SI2,62.5,53.0,362
23064,0.31,Premium,G,VS2,62.6,57.0,698
23065,0.64,Ideal,D,VVS1,61.5,56.0,4281
23066,1.09,Very Good,G,VS1,62.5,58.0,7378
23067,0.31,Premium,F,VS2,60.7,61.0,749
23068,0.3,Ideal,E,VS2,61.5,55.0,658
23069,0.32,Ideal,D,VS2,61.0,56.0,758
23070,0.42,Ideal,F,SI1,60.9,55.0,992
23071,0.72,Premium,F,SI1,62.0,60.0,2364
23072,1.2,Very Good,H,VVS1,63.3,56.0,6672
23073,1.13,Ideal,G,SI1,61.8,55.0,5759
23074,0.62,Ideal,H,SI1,61.4,56.0,1618
23075,0.5,Premium,G,SI1,62.2,60.0,1286
23076,1.64,Fair,G,I1,64.5,60.0,4849
23077,0.31,Very Good,G,SI1,63.2,54.0,593
23078,0.39,Premium,D,VS2,61.3,58.0,958
23079,0.32,Ideal,E,VS2,61.0,56.0,662
23080,0.33,Ideal,I,VVS2,62.4,56.0,579
23081,0.32,Ideal,E,VS2,61.6,56.0,637
23082,0.56,Very Good,D,SI1,63.0,58.0,1746
23083,0.4,Ideal,F,VVS1,62.5,57.0,1323
23084,0.26,Premium,E,VS2,60.4,58.0,580
23085,1.1,Premium,H,VS1,61.3,58.0,5673
23086,1.27,Premium,G,SI2,62.4,56.0,4353
23087,0.32,Good,D,SI1,63.5,55.0,589
23088,0.7,Very Good,G,VS2,59.0,60.0,2437
23089,1.11,Very Good,G,SI2,58.5,61.0,4816
23090,0.92,Very Good,G,SI1,62.5,60.0,3986
23091,1.53,Ideal,I,SI2,61.8,56.0,6255
23092,0.71,Fair,D,VS2,64.7,58.0,3077
23093,1.01,Premium,E,I1,59.8,58.0,3394
23094,0.75,Premium,G,SI1,60.4,58.0,2415
23095,2.0,Fair,I,SI2,67.7,57.0,10483
23096,0.53,Ideal,H,VS2,62.5,56.0,1314
23097,2.01,Premium,I,SI2,62.1,60.0,9658
23098,1.27,Premium,G,VS1,61.1,60.0,9371
23099,0.28,Very Good,E,VVS2,59.1,59.0,642
23100,0.4,Good,F,SI1,63.6,56.0,687
23101,1.52,Very Good,J,VS2,63.5,58.0,7504
23102,0.9,Good,F,SI2,65.9,60.0,3465
23103,2.01,Good,E,SI2,62.3,61.0,17115
23104,0.61,Ideal,H,VS2,62.0,53.0,1591
23105,1.5,Premium,D,SI1,61.6,59.0,13445
23106,1.02,Ideal,G,VVS2,62.1,57.0,8401
23107,0.41,Ideal,F,SI1,62.8,57.0,969
23108,0.71,Ideal,I,VVS2,60.2,56.0,2817
23109,0.49,Very Good,F,VVS1,62.2,56.0,1952
23110,0.35,Ideal,F,VVS1,60.6,56.0,994
23111,0.55,Very Good,G,SI1,60.7,56.0,1141
23112,1.12,Good,H,SI1,59.8,61.0,5094
23113,0.3,Ideal,E,VS1,60.8,57.0,911
23114,0.59,Very Good,E,SI2,60.5,58.0,1325
23115,0.37,Ideal,J,IF,61.9,54.0,601
23116,0.41,Premium,G,SI1,62.7,55.0,923
23117,1.01,Premium,H,VS2,62.6,61.0,5050
23118,0.41,Ideal,D,VVS1,62.3,55.0,1582
23119,0.52,Premium,G,VS2,61.7,58.0,1577
23120,0.7,Very Good,H,SI2,63.4,55.0,2094
23121,1.26,Ideal,I,SI1,62.6,57.0,6597
23122,0.23,Ideal,E,VS2,62.6,57.0,543
23123,0.73,Very Good,G,SI1,61.5,59.0,2402
23124,0.41,Ideal,E,VS1,62.7,57.0,1153
23125,1.17,Premium,I,SI1,62.6,58.0,4914
23126,0.38,Premium,F,VS2,60.5,59.0,800
23127,0.57,Good,F,SI2,61.9,57.7,1280
23128,0.76,Ideal,H,VVS1,61.8,57.0,3423
23129,0.29,Ideal,H,IF,62.1,55.0,607
23130,2.01,Good,H,VS1,57.6,63.0,18340
23131,0.32,Good,H,SI1,63.1,55.0,449
23132,1.01,Very Good,J,SI1,61.9,58.0,4346
23133,1.21,Premium,J,VVS1,61.3,59.0,6001
23134,0.8,Premium,D,SI1,62.7,59.0,3312
23135,0.72,Ideal,J,SI1,62.6,56.0,1966
23136,0.5,Very Good,D,VS2,63.7,56.0,1553
23137,1.28,Premium,H,VS2,61.2,60.0,7098
23138,1.04,Ideal,F,SI2,62.6,57.0,4630
23139,0.51,Ideal,G,VVS2,60.1,56.0,1974
23140,0.42,Premium,E,SI1,62.5,55.0,992
23141,0.53,Ideal,H,VS1,61.7,56.0,1607
23142,0.7,Good,D,SI2,58.5,65.0,2310
23143,1.3,Premium,H,SI1,59.9,59.0,7498
23144,0.71,Very Good,E,VS2,60.7,58.0,3217
23145,1.26,Premium,D,VVS2,60.5,58.0,14663
23146,0.56,Very Good,E,VS2,62.1,57.0,1819
23147,0.38,Ideal,E,VS1,61.6,56.0,1000
23148,0.9,Very Good,G,SI2,64.2,56.0,3123
23149,2.01,Ideal,I,SI1,62.9,55.0,12606
23150,0.3,Ideal,F,VS1,61.6,54.7,652
23151,0.91,Very Good,E,VS2,61.1,58.0,5145
23152,2.04,Premium,H,VS1,60.7,61.0,18104
23153,1.03,Ideal,F,I1,61.1,55.0,3507
23154,0.33,Good,H,VS2,63.8,55.0,668
23155,0.81,Premium,D,SI1,62.4,59.0,3266
23156,0.33,Very Good,E,VVS2,60.1,63.0,981
23157,0.34,Ideal,F,VVS1,61.1,56.0,1174
23158,0.3,Very Good,E,VVS2,62.4,57.0,759
23159,0.5,Premium,I,VVS1,62.8,61.0,1556
23160,0.36,Very Good,G,SI1,61.8,60.0,537
23161,0.7,Fair,G,I1,67.3,57.0,956
23162,0.7,Premium,D,VS1,62.5,59.0,3365
23163,0.96,Fair,I,SI2,66.3,58.0,2540
23164,1.5,Very Good,F,VS2,59.7,56.0,13537
23165,1.09,Ideal,H,SI1,62.3,57.0,5149
23166,0.33,Very Good,G,VS2,62.8,54.0,579
23167,0.33,Ideal,H,VS1,62.0,55.0,579
23168,1.51,Very Good,G,VS1,60.2,63.0,12317
23169,0.55,Ideal,G,VVS1,61.5,55.0,2473
23170,0.43,Premium,D,SI1,61.1,59.0,1064
23171,0.39,Premium,E,VS2,60.1,61.0,951
23172,0.71,Ideal,F,VS1,62.6,55.0,2920
23173,0.31,Ideal,H,VS2,62.4,55.0,628
23174,1.06,Ideal,F,VVS2,61.3,57.0,9547
23175,0.7,Premium,D,SI1,60.8,58.0,2473
23176,0.61,Premium,D,VS2,62.3,55.0,2251
23177,1.01,Premium,F,VVS2,62.0,58.0,8688
23178,0.32,Ideal,I,VS2,61.6,56.0,576
23179,0.34,Ideal,D,SI1,62.7,56.0,626
23180,1.22,Premium,E,SI1,59.7,61.0,6403
23181,0.4,Premium,F,VS1,62.4,59.0,1050
23182,0.53,Ideal,F,VS2,61.8,55.0,1631
23183,0.41,Premium,E,SI1,61.3,58.0,755
23184,0.41,Ideal,G,VS2,62.2,57.0,1061
23185,1.09,Very Good,G,VS1,59.9,56.0,7992
23186,0.33,Good,I,SI1,63.6,53.0,557
23187,1.09,Ideal,E,SI2,61.6,55.0,5035
23188,0.8,Very Good,I,SI2,60.7,56.0,2329
23189,0.55,Ideal,F,VS1,61.9,56.0,1980
23190,0.53,Very Good,E,SI1,63.0,55.0,1408
23191,0.38,Premium,D,VVS1,61.4,59.0,1400
23192,1.38,Ideal,I,SI2,61.8,57.0,5796
23193,1.27,Ideal,J,VS1,61.4,59.0,5885
23194,0.31,Very Good,F,VVS1,61.4,56.0,859
23195,0.78,Ideal,E,SI1,61.6,56.0,3345
23196,1.01,Very Good,E,SI2,62.4,58.0,4355
23197,0.4,Good,E,VVS1,59.4,61.0,1088
23198,0.5,Premium,D,SI1,62.4,60.0,1436
23199,1.22,Ideal,H,SI2,61.0,57.0,5602
23200,2.63,Ideal,J,SI2,62.1,57.0,16914
23201,0.67,Very Good,F,VS2,59.4,59.5,2309
23202,0.72,Ideal,I,VS1,61.4,58.0,2498
23203,0.52,Ideal,F,VS2,61.8,55.4,1620
23204,0.41,Ideal,J,VS1,61.6,55.1,674
23205,2.06,Very Good,J,SI1,62.0,57.0,11764
23206,0.34,Ideal,F,IF,60.7,57.0,1074
23207,0.3,Ideal,I,VS2,61.4,58.0,438
23208,0.59,Very Good,F,SI1,63.0,56.0,1424
23209,1.05,Very Good,H,SI2,61.4,58.0,4042
23210,1.56,Ideal,G,VS1,61.3,56.0,16052
23211,1.24,Ideal,F,VVS1,61.2,55.0,15026
23212,0.73,Very Good,G,I1,62.5,58.0,1298
23213,0.71,Very Good,D,VS2,61.9,59.0,3366
23214,1.23,Ideal,G,VS2,62.4,57.0,8233
23215,0.62,Premium,G,VS2,60.2,60.0,1841
23216,0.41,Premium,F,VVS2,61.6,59.0,1017
23217,1.16,Premium,H,SI1,62.8,57.0,5702
23218,0.34,Ideal,E,VVS1,61.1,56.0,1208
23219,0.31,Ideal,I,VVS1,62.1,56.0,732
23220,1.24,Premium,H,SI1,60.1,58.0,6215
23221,0.3,Good,D,SI1,63.4,55.0,515
23222,1.25,Ideal,G,VVS1,61.3,57.0,13096
23223,0.5,Ideal,D,VVS2,60.4,54.0,2211
23224,0.9,Good,E,VS1,62.7,58.0,5201
23225,0.31,Ideal,E,VS1,61.9,56.0,734
23226,1.32,Ideal,H,VVS1,62.1,55.0,9572
23227,0.34,Good,D,SI1,63.1,57.0,626
23228,0.7,Very Good,E,SI1,63.3,60.0,2592
23229,1.51,Good,G,VVS2,63.8,59.0,13275
23230,1.33,Good,G,VS1,62.8,60.0,10096
23231,1.03,Ideal,F,VS1,59.0,55.0,7613
23232,0.31,Ideal,H,VVS2,62.4,56.0,625
23233,2.03,Premium,J,SI2,61.7,61.0,12078
23234,1.16,Good,H,SI1,64.0,58.0,5576
23235,0.56,Ideal,G,VVS2,62.0,54.0,1949
23236,1.71,Very Good,F,VS2,63.5,59.0,13818
23237,0.31,Good,F,VS2,63.4,56.0,625
23238,1.7,Premium,H,SI1,62.5,60.0,11709
23239,1.03,Premium,H,SI1,60.7,60.0,4384
23240,0.5,Good,G,VVS2,61.2,63.3,1690
23241,0.9,Good,D,SI1,63.6,63.0,3689
23242,0.71,Ideal,G,SI1,61.5,55.0,3061
23243,0.41,Very Good,G,VS1,61.7,57.0,899
23244,0.25,Ideal,I,VS2,62.0,57.0,450
23245,0.41,Ideal,E,SI1,62.9,57.0,969
23246,0.57,Ideal,E,VS1,61.6,55.0,1884
23247,0.7,Ideal,I,VS2,62.2,55.0,2232
23248,0.34,Ideal,H,VS1,62.5,57.0,596
23249,0.4,Ideal,E,VS2,62.3,56.0,912
23250,1.15,Premium,H,SI1,62.0,58.0,5433
23251,1.04,Fair,G,SI2,66.1,60.0,3564
23252,0.7,Very Good,F,SI1,61.1,59.0,2264
23253,1.3,Premium,F,SI1,61.4,59.0,8164
23254,0.92,Premium,F,SI2,58.1,58.0,3282
23255,0.3,Ideal,I,SI1,61.9,57.0,422
23256,1.5,Ideal,G,VS1,61.0,57.0,12576
23257,0.9,Premium,G,VS2,61.3,59.0,4194
23258,0.96,Premium,D,SI2,59.1,58.0,4388
23259,1.47,Premium,H,SI2,59.1,56.0,7573
23260,0.41,Ideal,G,IF,62.1,57.0,1336
23261,0.86,Very Good,E,VS2,62.3,56.0,4665
23262,0.3,Ideal,E,VVS1,61.6,56.0,838
23263,0.32,Ideal,F,VS2,61.7,55.0,828
23264,0.57,Ideal,D,SI1,61.4,55.0,1810
23265,1.52,Good,H,SI1,63.8,60.0,9898
23266,0.3,Very Good,H,VVS2,62.9,57.0,605
23267,0.6,Ideal,I,SI2,61.9,55.0,1182
23268,1.13,Ideal,H,I1,62.2,55.0,3678
23269,1.51,Premium,G,SI1,62.2,58.0,10497
23270,1.09,Very Good,I,VS2,62.0,56.0,4959
23271,0.32,Premium,G,SI1,60.5,59.0,612
23272,0.4,Ideal,I,VS2,62.6,54.0,667
23273,0.25,Very Good,D,VVS2,58.8,59.0,575
23274,0.35,Ideal,D,SI2,61.8,57.0,669
23275,0.23,Good,G,VVS2,63.8,56.0,428
23276,0.43,Ideal,F,VS2,61.1,56.0,905
23277,2.04,Premium,E,SI2,62.7,60.0,15398
23278,0.5,Very Good,H,VS2,62.9,58.0,1337
23279,0.29,Very Good,G,VS2,62.5,56.0,471
23280,0.3,Very Good,G,VVS1,59.8,62.0,737
23281,0.5,Fair,F,I1,57.5,66.0,827
23282,0.79,Ideal,I,SI1,61.2,55.0,2507
23283,0.24,Very Good,E,VS1,62.4,56.0,461
23284,0.59,Very Good,I,VS2,63.4,56.0,1391
23285,0.72,Very Good,J,VS1,62.3,57.0,2136
23286,0.32,Ideal,D,SI1,61.5,56.0,756
23287,0.74,Very Good,E,VS2,62.8,58.0,3323
23288,0.51,Premium,F,SI2,62.1,56.0,1068
23289,1.07,Ideal,F,SI2,62.0,57.0,4678
23290,0.34,Ideal,E,SI2,62.4,57.0,477
23291,1.01,Fair,G,SI1,64.2,59.0,4004
23292,0.7,Good,E,VS1,57.2,59.0,2826
23293,1.02,Ideal,H,SI1,62.5,57.0,4746
23294,0.43,Ideal,G,VVS2,61.9,55.0,1056
23295,1.0,Fair,I,SI1,66.0,56.0,2912
23296,0.23,Ideal,F,VVS2,61.9,57.0,530
23297,0.7,Good,E,SI1,63.6,62.0,2386
23298,0.3,Very Good,E,VS2,62.8,59.0,658
23299,1.06,Ideal,H,VS2,62.5,57.0,5889
23300,0.74,Very Good,E,VS1,63.1,58.0,2849
23301,0.31,Ideal,D,VVS2,62.0,56.0,1034
23302,0.51,Premium,G,VS1,62.9,58.0,1781
23303,1.4,Premium,G,SI1,62.5,58.0,8511
23304,0.36,Very Good,G,VS1,60.7,57.1,821
23305,1.51,Good,I,VVS2,63.6,58.0,7255
23306,1.08,Very Good,H,VS2,58.1,62.0,5524
23307,1.1,Ideal,G,VS1,61.3,57.0,7550
23308,0.7,Ideal,D,VS1,61.5,57.0,4323
23309,0.33,Premium,E,SI1,62.2,59.0,743
23310,1.28,Premium,H,VS2,59.4,60.0,5878
23311,0.5,Premium,E,VS1,62.8,59.0,1775
23312,0.5,Ideal,E,VS2,62.3,57.0,1676
23313,2.02,Premium,I,VS1,60.5,62.0,14238
23314,0.5,Fair,G,VS1,65.8,57.0,1350
23315,0.78,Premium,J,SI2,60.6,58.0,2022
23316,0.4,Ideal,F,VVS2,61.7,56.0,1163
23317,0.23,Very Good,F,VS1,62.1,58.0,373
23318,0.74,Ideal,G,VVS2,61.7,55.0,3922
23319,0.37,Ideal,E,VVS1,61.5,56.0,1103
23320,0.79,Very Good,E,SI1,63.3,56.3,3138
23321,0.31,Ideal,G,VVS2,60.0,58.0,661
23322,0.37,Ideal,G,IF,62.1,55.0,1056
23323,0.24,Ideal,E,VVS2,61.4,57.0,678
23324,0.81,Premium,F,SI1,60.3,59.0,3097
23325,0.4,Ideal,G,VS1,62.8,56.0,1125
23326,1.13,Ideal,G,VS2,61.6,57.0,7159
23327,0.93,Good,F,SI2,63.4,54.0,3896
23328,0.82,Fair,G,SI1,66.4,54.0,2339
23329,0.71,Ideal,E,SI1,61.3,55.0,2817
23330,1.24,Premium,H,VS1,61.2,59.0,7493
23331,1.41,Very Good,H,SI1,62.9,57.0,7956
23332,1.5,Ideal,H,SI1,62.0,55.0,11189
23333,0.31,Premium,H,IF,61.0,58.0,1046
23334,1.51,Ideal,E,VS1,62.2,57.0,17649
23335,1.0,Fair,J,VS2,65.7,59.0,2811
23336,0.4,Very Good,F,IF,62.9,55.0,1261
23337,1.01,Ideal,G,VS2,60.9,57.0,6663
23338,0.32,Ideal,H,IF,62.0,55.0,814
23339,1.25,Very Good,I,SI2,61.0,60.0,4950
23340,0.7,Very Good,F,VS1,62.2,58.0,2889
23341,0.39,Good,G,VS2,63.3,57.0,787
23342,0.43,Premium,I,SI2,59.8,59.0,726
23343,0.71,Ideal,I,VS2,62.0,54.0,2272
23344,1.05,Very Good,G,SI2,63.5,57.0,4427
23345,0.4,Ideal,F,VVS2,61.1,57.0,972
23346,0.31,Ideal,H,SI1,61.5,55.0,464
23347,0.26,Ideal,G,SI1,62.0,54.0,394
23348,0.59,Ideal,G,VS2,61.9,56.0,2057
23349,0.91,Ideal,G,SI2,61.0,57.0,4360
23350,1.05,Premium,H,VS2,62.3,57.0,5166
23351,0.4,Ideal,E,SI1,62.4,53.0,694
23352,0.74,Ideal,I,VVS1,62.3,55.0,2715
23353,2.2,Premium,G,SI1,60.5,55.0,18193
23354,1.22,Very Good,H,SI1,62.4,57.0,6323
23355,1.01,Good,D,SI1,62.9,57.0,4977
23356,1.02,Good,G,VVS2,63.1,59.0,7800
23357,0.58,Ideal,E,VS1,60.8,57.0,2359
23358,0.39,Premium,G,VS1,61.7,62.0,951
23359,0.75,Good,E,SI2,62.3,58.0,2702
23360,1.5,Good,I,I1,62.6,63.0,4620
23361,0.52,Very Good,F,VS1,63.2,57.0,1748
23362,0.31,Ideal,D,VS2,60.4,56.0,734
23363,1.72,Premium,H,SI1,62.9,58.0,13078
23364,0.23,Very Good,H,VS1,61.0,57.0,353
23365,0.51,Ideal,E,VS2,62.5,55.0,1656
23366,0.53,Ideal,F,VVS1,61.6,56.0,2922
23367,0.9,Premium,G,SI1,62.7,59.0,3774
23368,1.47,Very Good,G,VS2,62.7,56.0,11060
23369,0.9,Premium,F,SI1,59.9,59.0,4232
23370,0.56,Ideal,D,VS2,61.6,56.0,2066
23371,0.42,Ideal,G,IF,62.0,57.0,1251
23372,1.11,Ideal,E,SI2,61.2,55.0,5262
23373,0.5,Premium,F,SI2,59.9,60.0,1125
23374,0.26,Ideal,D,VVS2,61.4,55.0,777
23375,1.01,Premium,F,VS1,62.5,58.0,7602
23376,0.55,Ideal,G,IF,61.1,57.0,2383
23377,1.21,Very Good,G,VS2,63.1,58.0,7416
23378,0.83,Ideal,E,SI2,62.2,57.0,2870
23379,0.51,Ideal,H,VVS2,60.1,57.0,1611
23380,0.3,Ideal,G,VS1,62.5,57.0,605
23381,0.58,Ideal,I,SI1,62.2,54.0,1132
23382,1.28,Premium,H,SI2,62.5,62.0,5161
23383,0.33,Ideal,D,VS2,62.3,56.0,781
23384,0.33,Premium,E,SI1,60.9,58.0,579
23385,1.01,Ideal,I,SI1,62.2,56.0,4316
23386,0.52,Premium,E,VS1,61.6,58.0,1668
23387,0.4,Premium,D,VS1,59.2,59.0,1200
23388,0.35,Ideal,E,VS1,61.9,56.0,829
23389,0.76,Ideal,I,VVS1,62.2,55.0,2753
23390,1.5,Good,F,SI2,61.2,63.0,9028
23391,1.02,Premium,H,VS2,60.4,59.0,5008
23392,0.31,Ideal,D,VS2,62.5,56.0,942
23393,0.5,Ideal,G,VVS2,62.3,56.0,1935
23394,0.23,Premium,E,VVS1,61.3,60.0,680
23395,0.7,Very Good,I,SI2,61.8,58.0,1977
23396,0.37,Premium,D,VS1,60.2,60.0,803
23397,0.54,Very Good,F,VVS2,60.2,59.0,2198
23398,1.64,Premium,H,SI1,59.2,58.0,10874
23399,0.9,Very Good,H,SI1,63.2,59.0,3388
23400,0.43,Ideal,H,VVS1,61.5,56.0,1298
23401,0.74,Very Good,J,VS2,62.3,55.0,1978
23402,1.06,Very Good,G,VS1,63.1,57.0,6663
23403,0.89,Premium,H,SI2,60.2,59.0,2815
23404,0.84,Premium,E,VS2,62.4,60.0,3591
23405,0.3,Premium,I,VS1,61.7,59.0,473
23406,0.64,Premium,D,SI1,62.3,58.0,2074
23407,0.32,Premium,D,SI1,61.4,58.0,589
23408,0.81,Ideal,E,VS2,62.0,57.0,4314
23409,0.38,Premium,I,VS2,60.2,58.0,812
23410,0.5,Premium,G,I1,62.2,59.0,1020
23411,0.82,Ideal,I,SI1,61.8,55.0,2959
23412,0.3,Good,D,VS2,63.1,58.0,568
23413,0.7,Very Good,D,SI1,62.9,63.0,2475
23414,0.77,Very Good,F,VVS2,60.6,60.0,3917
23415,0.34,Premium,G,SI1,60.8,59.0,650
23416,0.81,Premium,J,VS2,60.6,60.0,2129
23417,1.02,Very Good,E,VS2,60.3,60.0,6103
23418,0.74,Premium,F,SI1,61.4,59.0,2648
23419,1.71,Premium,D,SI2,60.6,60.0,13325
23420,0.53,Ideal,D,VS2,61.5,56.0,1857
23421,0.73,Ideal,D,VS2,62.7,53.0,3412
23422,0.31,Ideal,H,VS1,61.1,57.0,544
23423,1.11,Ideal,G,VS2,61.6,56.0,8400
23424,0.91,Premium,G,SI1,62.6,58.0,4045
23425,0.9,Ideal,G,SI2,62.4,56.0,3500
23426,0.53,Premium,G,VS1,62.4,58.0,1721
23427,0.38,Ideal,E,VVS2,62.4,56.0,1027
23428,1.31,Ideal,F,SI2,62.7,57.0,6676
23429,1.51,Premium,D,SI1,61.6,57.0,12738
23430,1.68,Good,E,I1,64.3,60.0,5871
23431,0.53,Ideal,E,VS1,61.6,55.6,2019
23432,0.5,Good,F,SI2,63.5,58.0,997
23433,0.52,Premium,I,VS1,59.6,60.0,1141
23434,0.8,Ideal,F,VVS2,61.6,57.0,4140
23435,0.3,Ideal,G,VVS1,61.8,56.0,720
23436,1.01,Good,I,SI2,64.1,58.0,3411
23437,0.58,Very Good,E,SI1,59.6,57.0,1453
23438,2.0,Very Good,J,VS2,60.7,59.0,13113
23439,1.54,Ideal,D,SI2,61.6,57.0,10740
23440,1.73,Premium,I,SI2,62.0,60.0,9207
23441,0.4,Premium,G,SI1,61.6,59.0,900
23442,1.2,Very Good,I,VS2,60.5,60.0,5941
23443,0.35,Premium,J,VS1,62.2,58.0,591
23444,0.71,Ideal,E,SI1,61.5,57.0,2654
23445,0.31,Ideal,D,VS2,61.5,56.0,942
23446,1.0,Premium,D,SI1,62.5,59.0,5880
23447,0.34,Ideal,D,VS2,61.3,57.0,1033
23448,1.08,Ideal,G,SI1,61.8,56.0,5352
23449,0.9,Premium,F,SI2,61.4,58.0,3556
23450,1.19,Ideal,G,VS1,62.4,54.0,9918
23451,0.31,Ideal,D,VS2,61.2,55.0,734
23452,0.55,Ideal,G,VVS2,60.5,58.0,2016
23453,2.01,Good,G,SI2,63.0,60.0,14745
23454,0.41,Ideal,G,IF,61.0,57.0,1367
23455,0.54,Ideal,G,SI2,61.8,54.0,1133
23456,1.6,Ideal,F,SI1,61.1,55.0,13140
23457,0.38,Premium,F,VS1,62.4,59.0,998
23458,0.53,Premium,G,VS2,60.7,59.0,1607
23459,1.16,Ideal,G,VS1,61.5,55.0,9248
23460,0.31,Ideal,E,VS1,61.7,53.0,800
